nBlocks,blockId,jammingState,antStatus,antPower,postStatus,noisePerMS,agcCnt,cwSuppression,ofsI,magI,ofsQ,magQ,rfBlockGnssBand
3,0,0,2,1,16908288,0,0,9,10,246,251,255,1
3,1,0,2,1,16908288,0,0,3,250,226,255,238,4
3,2,0,2,1,16908288,0,0,5,249,226,1,250,2
3,0,0,2,1,16908288,0,0,9,9,244,250,255,1
3,1,0,2,1,16908288,0,0,2,250,153,254,160,4
3,2,0,2,1,16908288,0,0,5,249,221,1,245,2
3,0,0,2,1,16908288,0,0,9,9,251,250,255,1
3,1,0,2,1,16908288,0,0,2,250,210,255,220,4
3,2,0,2,1,16908288,0,0,5,249,230,0,253,2
3,0,0,2,1,16908288,0,0,9,10,243,250,255,1
3,1,0,2,1,16908288,0,0,2,250,155,254,161,4
3,2,0,2,1,16908288,0,0,5,249,216,0,239,2
3,0,0,2,1,16908288,0,0,9,10,243,251,255,1
3,1,0,2,1,16908288,0,0,3,250,241,254,255,4
3,2,0,2,1,16908288,0,0,5,249,217,0,238,2
3,0,0,2,1,16908288,0,0,9,10,242,251,255,1
3,1,0,2,1,16908288,0,0,2,250,155,254,163,4
3,2,0,2,1,16908288,0,0,5,249,217,0,241,2
3,0,0,2,1,16908288,0,0,8,9,253,250,255,1
3,1,0,2,1,16908288,0,0,2,250,205,254,216,4
3,2,0,2,1,16908288,0,0,6,248,226,1,250,2
3,0,0,2,1,16908288,0,0,9,10,242,250,255,1
3,1,0,2,1,16908288,0,0,2,251,155,255,163,4
3,2,0,2,1,16908288,0,0,5,248,216,0,240,2
3,0,0,2,1,16908288,0,0,9,10,245,250,255,1
3,1,0,2,1,16908288,0,0,2,250,197,255,207,4
3,2,0,2,1,16908288,0,0,5,249,217,1,238,2
3,0,0,2,1,16908288,0,0,9,10,244,251,255,1
3,1,0,2,1,16908288,0,0,2,250,154,255,162,4
3,2,0,2,1,16908288,0,0,6,250,215,0,237,2
3,0,0,2,1,16908288,0,0,9,10,244,250,255,1
3,1,0,2,1,16908288,0,0,3,250,195,255,205,4
3,2,0,2,1,16908288,0,0,5,249,216,1,240,2
3,0,0,2,1,16908288,0,0,9,9,247,251,255,1
3,1,0,2,1,16908288,0,0,3,250,159,254,168,4
3,2,0,2,1,16908288,0,0,5,249,224,1,246,2
3,0,0,2,1,16908288,0,0,8,9,241,250,255,1
3,1,0,2,1,16908288,0,0,2,250,235,254,252,4
3,2,0,2,1,16908288,0,0,6,249,215,0,237,2
3,0,0,2,1,16908288,0,0,9,9,255,251,255,1
3,1,0,2,1,16908288,0,0,2,250,180,254,187,4
3,2,0,2,1,16908288,0,0,5,249,247,1,255,2
3,0,0,2,1,16908288,0,0,9,10,246,250,255,1
3,1,0,2,1,16908288,0,0,2,250,242,254,255,4
3,2,0,2,1,16908288,0,0,6,248,225,0,250,2
3,0,0,2,1,16908288,0,0,9,9,249,251,255,1
3,1,0,2,1,16908288,0,0,2,250,157,254,164,4
3,2,0,2,1,16908288,0,0,5,249,219,0,242,2
3,0,0,2,1,16908288,0,0,9,10,242,251,255,1
3,1,0,2,1,16908288,0,0,3,249,194,254,204,4
3,2,0,2,1,16908288,0,0,5,249,214,0,237,2
3,0,0,2,1,16908288,0,0,8,9,254,251,255,1
3,1,0,2,1,16908288,0,0,2,250,156,255,163,4
3,2,0,2,1,16908288,0,0,5,249,217,1,243,2
3,0,0,2,1,16908288,0,0,9,10,246,251,255,1
3,1,0,2,1,16908288,0,0,2,250,192,255,203,4
3,2,0,2,1,16908288,0,0,6,249,215,0,239,2
3,0,0,2,1,16908288,0,0,9,10,245,251,255,1
3,1,0,2,1,16908288,0,0,2,250,153,255,161,4
3,2,0,2,1,16908288,0,0,5,249,210,0,234,2
3,0,0,2,1,16908288,0,0,9,9,244,250,255,1
3,1,0,2,1,16908288,0,0,3,250,240,254,254,4
3,2,0,2,1,16908288,0,0,5,248,216,1,237,2
3,0,0,2,1,16908288,0,0,10,10,247,250,255,1
3,1,0,2,1,16908288,0,0,2,250,155,255,162,4
3,2,0,2,1,16908288,0,0,4,250,220,0,243,2
3,0,0,2,1,16908288,0,0,9,9,249,250,255,1
3,1,0,2,1,16908288,0,0,3,250,240,255,255,4
3,2,0,2,1,16908288,0,0,6,250,222,0,244,2
3,0,0,2,1,16908288,0,0,9,9,246,251,255,1
