nBlocks,blockId,jammingState,antStatus,antPower,postStatus,noisePerMS,agcCnt,cwSuppression,ofsI,magI,ofsQ,magQ,rfBlockGnssBand
3,0,0,2,1,16908288,0,0,4,10,238,252,254,1
3,1,0,2,1,16908288,0,0,2,250,150,254,158,4
3,2,0,2,1,16908288,0,0,5,249,208,1,230,2
3,0,0,2,1,16908288,0,0,4,9,237,252,253,1
3,1,0,2,1,16908288,0,0,2,250,148,254,156,4
3,2,0,2,1,16908288,0,0,5,248,216,1,239,2
3,0,0,2,1,16908288,0,0,4,9,237,250,253,1
3,1,0,2,1,16908288,0,0,3,249,146,253,156,4
3,2,0,2,1,16908288,0,0,5,248,206,1,230,2
3,0,0,2,1,16908288,0,0,5,9,237,251,252,1
3,1,0,2,1,16908288,0,0,3,250,147,254,157,4
3,2,0,2,1,16908288,0,0,5,248,219,1,241,2
3,0,0,2,1,16908288,0,0,3,9,236,251,252,1
3,1,0,2,1,16908288,0,0,2,250,149,254,158,4
3,2,0,2,1,16908288,0,0,5,249,212,0,234,2
3,0,0,2,1,16908288,0,0,4,9,237,250,251,1
3,1,0,2,1,16908288,0,0,2,249,149,253,157,4
3,2,0,2,1,16908288,0,0,5,249,223,1,246,2
3,0,0,2,1,16908288,0,0,7,9,237,252,252,1
3,1,0,2,1,16908288,0,0,2,250,149,254,159,4
3,2,0,2,1,16908288,0,0,5,248,209,1,234,2
3,0,0,2,1,16908288,0,0,3,10,234,250,251,1
3,1,0,2,1,16908288,0,0,3,250,148,254,155,4
3,2,0,2,1,16908288,0,0,5,249,221,0,244,2
3,0,0,2,1,16908288,0,0,4,9,239,251,254,1
3,1,0,2,1,16908288,0,0,2,250,149,254,158,4
3,2,0,2,1,16908288,0,0,5,249,213,1,237,2
3,0,0,2,1,16908288,0,0,4,9,236,250,252,1
3,1,0,2,1,16908288,0,0,2,250,149,254,155,4
3,2,0,2,1,16908288,0,0,5,249,221,0,243,2
3,0,0,2,1,16908288,0,0,4,9,235,252,251,1
3,1,0,2,1,16908288,0,0,2,250,146,255,157,4
3,2,0,2,1,16908288,0,0,5,249,207,0,230,2
3,0,0,2,1,16908288,0,0,6,9,235,251,252,1
3,1,0,2,1,16908288,0,0,3,250,147,255,154,4
3,2,0,2,1,16908288,0,0,5,248,216,1,239,2
3,0,0,2,1,16908288,0,0,4,9,240,251,253,1
3,1,0,2,1,16908288,0,0,3,250,149,254,158,4
3,2,0,2,1,16908288,0,0,5,249,210,1,236,2
3,0,0,2,1,16908288,0,0,5,9,237,252,252,1
3,1,0,2,1,16908288,0,0,3,250,145,255,151,4
3,2,0,2,1,16908288,0,0,5,249,215,1,239,2
3,0,0,2,1,16908288,0,0,3,9,237,250,252,1
3,1,0,2,1,16908288,0,0,3,250,147,254,155,4
3,2,0,2,1,16908288,0,0,5,249,207,1,231,2
3,0,0,2,1,16908288,0,0,4,8,241,251,255,1
3,1,0,2,1,16908288,0,0,2,250,164,254,168,4
3,2,0,2,1,16908288,0,0,5,249,234,0,255,2
3,0,0,2,1,16908288,0,0,5,9,238,251,253,1
3,1,0,2,1,16908288,0,0,2,250,150,255,157,4
3,2,0,2,1,16908288,0,0,5,249,212,0,236,2
3,0,0,2,1,16908288,0,0,3,9,238,251,254,1
3,1,0,2,1,16908288,0,0,2,250,149,254,154,4
3,2,0,2,1,16908288,0,0,5,249,220,0,244,2
3,0,0,2,1,16908288,0,0,3,8,237,251,255,1
3,1,0,2,1,16908288,0,0,3,250,147,255,155,4
3,2,0,2,1,16908288,0,0,5,249,206,1,229,2
3,0,0,2,1,16908288,0,0,4,9,235,251,254,1
3,1,0,2,1,16908288,0,0,2,250,147,254,154,4
3,2,0,2,1,16908288,0,0,5,249,219,1,242,2
3,0,0,2,1,16908288,0,0,3,9,237,251,252,1
3,1,0,2,1,16908288,0,0,2,249,147,254,156,4
3,2,0,2,1,16908288,0,0,6,249,213,0,236,2
3,0,0,2,1,16908288,0,0,4,10,236,251,252,1
3,1,0,2,1,16908288,0,0,3,250,149,254,155,4
3,2,0,2,1,16908288,0,0,5,248,221,1,244,2
3,0,0,2,1,16908288,0,0,4,9,239,251,254,1
3,1,0,2,1,16908288,0,0,2,249,147,255,155,4
3,2,0,2,1,16908288,0,0,6,249,209,0,232,2
3,0,0,2,1,16908288,0,0,4,10,237,250,252,1
3,1,0,2,1,16908288,0,0,3,250,148,255,154,4
3,2,0,2,1,16908288,0,0,5,249,217,1,240,2
3,0,0,2,1,16908288,0,0,4,10,236,251,251,1
3,1,0,2,1,16908288,0,0,2,249,147,254,154,4
3,2,0,2,1,16908288,0,0,5,248,207,1,230,2
3,0,0,2,1,16908288,0,0,5,10,236,251,250,1
3,1,0,2,1,16908288,0,0,3,249,148,255,153,4
3,2,0,2,1,16908288,0,0,4,249,216,0,241,2
3,0,0,2,1,16908288,0,0,5,9,235,251,253,1
3,1,0,2,1,16908288,0,0,3,250,150,254,154,4
3,2,0,2,1,16908288,0,0,5,249,206,1,231,2
3,0,0,2,1,16908288,0,0,4,9,236,251,253,1
3,1,0,2,1,16908288,0,0,3,250,149,254,155,4
3,2,0,2,1,16908288,0,0,5,249,221,1,245,2
3,0,0,2,1,16908288,0,0,5,10,239,251,253,1
3,1,0,2,1,16908288,0,0,2,250,151,254,158,4
3,2,0,2,1,16908288,0,0,5,249,214,1,238,2
3,0,0,2,1,16908288,0,0,4,10,238,252,252,1
3,1,0,2,1,16908288,0,0,2,250,150,254,155,4
3,2,0,2,1,16908288,0,0,5,249,217,0,241,2
3,0,0,2,1,16908288,0,0,4,10,240,251,255,1
3,1,0,2,1,16908288,0,0,3,250,150,254,159,4
3,2,0,2,1,16908288,0,0,6,249,212,0,236,2
3,0,0,2,1,16908288,0,0,5,10,240,250,253,1
3,1,0,2,1,16908288,0,0,2,250,150,253,156,4
3,2,0,2,1,16908288,0,0,6,249,222,1,245,2
3,0,0,2,1,16908288,0,0,5,10,237,251,255,1
3,1,0,2,1,16908288,0,0,3,250,151,254,158,4
3,2,0,2,1,16908288,0,0,5,249,210,1,231,2
3,0,0,2,1,16908288,0,0,4,9,233,251,249,1
3,1,0,2,1,16908288,0,0,3,250,147,254,153,4
3,2,0,2,1,16908288,0,0,5,249,219,1,241,2
3,0,0,2,1,16908288,0,0,3,9,239,251,255,1
3,1,0,2,1,16908288,0,0,3,249,150,253,154,4
3,2,0,2,1,16908288,0,0,4,249,208,0,231,2
3,0,0,2,1,16908288,0,0,4,10,233,251,251,1
3,1,0,2,1,16908288,0,0,3,249,147,254,153,4
3,2,0,2,1,16908288,0,0,5,248,218,1,239,2
3,0,0,2,1,16908288,0,0,4,9,240,251,255,1
3,1,0,2,1,16908288,0,0,2,250,157,254,165,4
3,2,0,2,1,16908288,0,0,5,249,218,0,241,2
3,0,0,2,1,16908288,0,0,4,9,238,251,255,1
3,1,0,2,1,16908288,0,0,3,249,148,254,156,4
3,2,0,2,1,16908288,0,0,5,248,218,0,242,2
3,0,0,2,1,16908288,0,0,6,9,239,251,254,1
3,1,0,2,1,16908288,0,0,2,250,152,253,159,4
3,2,0,2,1,16908288,0,0,5,248,211,0,237,2
3,0,0,2,1,16908288,0,0,6,10,237,250,251,1
3,1,0,2,1,16908288,0,0,2,250,148,254,154,4
3,2,0,2,1,16908288,0,0,5,249,217,0,242,2
3,0,0,2,1,16908288,0,0,4,9,239,251,254,1
3,1,0,2,1,16908288,0,0,3,250,150,253,156,4
3,2,0,2,1,16908288,0,0,5,249,210,1,233,2
3,0,0,2,1,16908288,0,0,5,9,237,251,252,1
3,1,0,2,1,16908288,0,0,2,250,149,253,158,4
3,2,0,2,1,16908288,0,0,4,249,219,0,243,2
3,0,0,2,1,16908288,0,0,5,9,239,250,253,1
3,1,0,2,1,16908288,0,0,2,250,150,254,156,4
3,2,0,2,1,16908288,0,0,5,250,209,1,232,2
3,0,0,2,1,16908288,0,0,4,9,235,250,253,1
3,1,0,2,1,16908288,0,0,2,250,147,254,154,4
3,2,0,2,1,16908288,0,0,5,249,217,0,239,2
3,0,0,2,1,16908288,0,0,3,10,237,251,251,1
3,1,0,2,1,16908288,0,0,2,250,148,254,155,4
3,2,0,2,1,16908288,0,0,5,248,208,2,232,2
3,0,0,2,1,16908288,0,0,6,9,239,251,251,1
3,1,0,2,1,16908288,0,0,2,250,152,253,159,4
3,2,0,2,1,16908288,0,0,5,249,226,1,250,2
3,0,0,2,1,16908288,0,0,4,10,240,251,254,1
3,1,0,2,1,16908288,0,0,3,250,151,253,159,4
3,2,0,2,1,16908288,0,0,5,249,215,0,239,2
3,0,0,2,1,16908288,0,0,3,9,237,250,253,1
3,1,0,2,1,16908288,0,0,3,250,155,253,160,4
3,2,0,2,1,16908288,0,0,5,248,228,1,248,2
3,0,0,2,1,16908288,0,0,4,9,241,251,255,1
3,1,0,2,1,16908288,0,0,3,249,153,254,161,4
3,2,0,2,1,16908288,0,0,4,249,215,0,236,2
3,0,0,2,1,16908288,0,0,5,9,236,251,251,1
3,1,0,2,1,16908288,0,0,3,250,149,255,156,4
3,2,0,2,1,16908288,0,0,5,249,217,0,241,2
3,0,0,2,1,16908288,0,0,6,10,237,252,253,1
3,1,0,2,1,16908288,0,0,2,249,148,254,155,4
3,2,0,2,1,16908288,0,0,5,249,208,0,232,2
3,0,0,2,1,16908288,0,0,4,9,239,251,253,1
3,1,0,2,1,16908288,0,0,2,250,149,255,157,4
3,2,0,2,1,16908288,0,0,5,249,221,0,247,2
3,0,0,2,1,16908288,0,0,6,10,236,251,254,1
3,1,0,2,1,16908288,0,0,3,250,150,254,158,4
3,2,0,2,1,16908288,0,0,5,249,208,1,232,2
3,0,0,2,1,16908288,0,0,5,9,239,251,252,1
3,1,0,2,1,16908288,0,0,3,250,147,255,155,4
3,2,0,2,1,16908288,0,0,5,249,219,1,241,2
3,0,0,2,1,16908288,0,0,4,10,236,251,254,1
3,1,0,2,1,16908288,0,0,2,250,151,254,156,4
3,2,0,2,1,16908288,0,0,5,248,208,1,228,2
3,0,0,2,1,16908288,0,0,4,10,235,251,252,1
3,1,0,2,1,16908288,0,0,2,250,147,254,156,4
3,2,0,2,1,16908288,0,0,5,248,215,0,241,2
3,0,0,2,1,16908288,0,0,4,9,239,250,255,1
3,1,0,2,1,16908288,0,0,2,250,149,254,156,4
3,2,0,2,1,16908288,0,0,5,249,207,0,229,2
3,0,0,2,1,16908288,0,0,4,9,238,251,252,1
3,1,0,2,1,16908288,0,0,3,250,149,254,156,4
3,2,0,2,1,16908288,0,0,5,248,218,1,239,2
3,0,0,2,1,16908288,0,0,3,10,241,251,255,1
3,1,0,2,1,16908288,0,0,2,251,149,254,156,4
3,2,0,2,1,16908288,0,0,5,248,206,1,230,2
3,0,0,2,1,16908288,0,0,3,9,239,251,255,1
3,1,0,2,1,16908288,0,0,2,250,147,254,156,4
3,2,0,2,1,16908288,0,0,6,249,219,1,243,2
3,0,0,2,1,16908288,0,0,4,9,237,251,253,1
3,1,0,2,1,16908288,0,0,2,250,149,254,156,4
3,2,0,2,1,16908288,0,0,5,249,208,0,230,2
3,0,0,2,1,16908288,0,0,4,9,243,251,255,1
3,1,0,2,1,16908288,0,0,3,251,153,254,158,4
3,2,0,2,1,16908288,0,0,5,248,225,1,250,2
3,0,0,2,1,16908288,0,0,4,9,237,251,254,1
3,1,0,2,1,16908288,0,0,2,250,149,254,158,4
3,2,0,2,1,16908288,0,0,4,248,208,0,234,2
3,0,0,2,1,16908288,0,0,4,9,240,252,254,1
3,1,0,2,1,16908288,0,0,2,250,151,254,157,4
3,2,0,2,1,16908288,0,0,5,249,224,0,249,2
3,0,0,2,1,16908288,0,0,6,10,237,252,252,1
3,1,0,2,1,16908288,0,0,2,250,150,254,156,4
3,2,0,2,1,16908288,0,0,5,250,212,0,235,2
3,0,0,2,1,16908288,0,0,5,9,238,251,252,1
3,1,0,2,1,16908288,0,0,2,250,149,254,156,4
3,2,0,2,1,16908288,0,0,5,249,223,1,246,2
3,0,0,2,1,16908288,0,0,3,9,238,252,255,1
3,1,0,2,1,16908288,0,0,2,250,150,253,157,4
3,2,0,2,1,16908288,0,0,5,249,213,1,235,2
3,0,0,2,1,16908288,0,0,4,10,235,250,251,1
3,1,0,2,1,16908288,0,0,2,250,148,254,153,4
3,2,0,2,1,16908288,0,0,5,249,223,1,247,2
3,0,0,2,1,16908288,0,0,4,9,239,251,255,1
3,1,0,2,1,16908288,0,0,2,250,149,254,154,4
3,2,0,2,1,16908288,0,0,5,248,216,0,234,2
3,0,0,2,1,16908288,0,0,4,10,241,251,252,1
3,1,0,2,1,16908288,0,0,2,250,147,254,156,4
3,2,0,2,1,16908288,0,0,6,248,216,1,242,2
3,0,0,2,1,16908288,0,0,7,9,238,251,255,1
3,1,0,2,1,16908288,0,0,2,250,149,254,157,4
3,2,0,2,1,16908288,0,0,6,249,208,0,231,2
3,0,0,2,1,16908288,0,0,4,9,241,251,254,1
3,1,0,2,1,16908288,0,0,3,250,149,254,156,4
3,2,0,2,1,16908288,0,0,4,249,221,1,245,2
3,0,0,2,1,16908288,0,0,5,9,247,251,255,1
3,1,0,2,1,16908288,0,0,3,250,150,254,156,4
3,2,0,2,1,16908288,0,0,5,249,208,0,232,2
3,0,0,2,1,16908288,0,0,6,8,234,252,250,1
3,1,0,2,1,16908288,0,0,3,250,147,254,153,4
3,2,0,2,1,16908288,0,0,5,248,217,1,240,2
3,0,0,2,1,16908288,0,0,5,9,239,251,254,1
3,1,0,2,1,16908288,0,0,2,250,149,254,156,4
3,2,0,2,1,16908288,0,0,5,248,210,1,229,2
3,0,0,2,1,16908288,0,0,5,9,255,251,255,1
3,1,0,2,1,16908288,0,0,2,250,205,254,209,4
3,2,0,2,1,16908288,0,0,4,249,255,2,255,2
3,0,0,2,1,16908288,0,0,5,10,237,251,253,1
3,1,0,2,1,16908288,0,0,2,250,149,254,158,4
3,2,0,2,1,16908288,0,0,5,248,213,1,233,2
3,0,0,2,1,16908288,0,0,5,9,237,250,252,1
3,1,0,2,1,16908288,0,0,2,249,147,254,153,4
3,2,0,2,1,16908288,0,0,5,248,216,1,240,2
3,0,0,2,1,16908288,0,0,5,9,236,250,250,1
3,1,0,2,1,16908288,0,0,2,250,147,255,152,4
3,2,0,2,1,16908288,0,0,5,249,208,0,231,2
3,0,0,2,1,16908288,0,0,5,9,236,251,252,1
3,1,0,2,1,16908288,0,0,2,250,145,254,155,4
3,2,0,2,1,16908288,0,0,5,249,218,1,243,2
3,0,0,2,1,16908288,0,0,5,9,239,251,254,1
3,1,0,2,1,16908288,0,0,3,250,155,254,160,4
3,2,0,2,1,16908288,0,0,5,249,218,0,243,2
3,0,0,2,1,16908288,0,0,3,9,242,251,255,1
3,1,0,2,1,16908288,0,0,2,250,151,254,157,4
3,2,0,2,1,16908288,0,0,5,249,224,1,246,2
3,0,0,2,1,16908288,0,0,5,10,241,251,255,1
3,1,0,2,1,16908288,0,0,3,250,149,254,155,4
3,2,0,2,1,16908288,0,0,5,249,213,0,233,2
3,0,0,2,1,16908288,0,0,4,9,239,251,253,1
3,1,0,2,1,16908288,0,0,2,251,149,254,155,4
3,2,0,2,1,16908288,0,0,5,249,218,0,241,2
3,0,0,2,1,16908288,0,0,4,10,235,250,255,1
3,1,0,2,1,16908288,0,0,2,250,150,254,157,4
3,2,0,2,1,16908288,0,0,5,249,208,0,231,2
3,0,0,2,1,16908288,0,0,4,8,239,251,255,1
3,1,0,2,1,16908288,0,0,2,250,150,254,155,4
3,2,0,2,1,16908288,0,0,5,249,220,0,243,2
3,0,0,2,1,16908288,0,0,4,9,238,251,255,1
3,1,0,2,1,16908288,0,0,2,250,150,253,157,4
3,2,0,2,1,16908288,0,0,6,248,209,1,231,2
3,0,0,2,1,16908288,0,0,5,9,239,251,254,1
3,1,0,2,1,16908288,0,0,2,250,148,254,155,4
3,2,0,2,1,16908288,0,0,5,249,219,1,242,2
3,0,0,2,1,16908288,0,0,3,9,245,252,255,1
3,1,0,2,1,16908288,0,0,2,250,152,254,159,4
3,2,0,2,1,16908288,0,0,5,249,214,1,238,2
3,0,0,2,1,16908288,0,0,4,9,240,251,255,1
3,1,0,2,1,16908288,0,0,3,250,152,253,162,4
3,2,0,2,1,16908288,0,0,5,249,224,1,247,2
3,0,0,2,1,16908288,0,0,4,9,237,251,254,1
3,1,0,2,1,16908288,0,0,2,251,147,254,156,4
3,2,0,2,1,16908288,0,0,5,249,209,1,232,2
3,0,0,2,1,16908288,0,0,4,9,243,252,255,1
3,1,0,2,1,16908288,0,0,3,250,157,254,164,4
3,2,0,2,1,16908288,0,0,5,250,232,1,254,2
3,0,0,2,1,16908288,0,0,4,9,239,250,255,1
3,1,0,2,1,16908288,0,0,2,250,149,254,158,4
3,2,0,2,1,16908288,0,0,5,249,211,1,236,2
3,0,0,2,1,16908288,0,0,3,9,239,252,253,1
3,1,0,2,1,16908288,0,0,3,251,151,254,159,4
3,2,0,2,1,16908288,0,0,5,249,223,1,247,2
3,0,0,2,1,16908288,0,0,5,9,239,252,254,1
3,1,0,2,1,16908288,0,0,3,251,147,254,156,4
3,2,0,2,1,16908288,0,0,5,249,213,1,236,2
3,0,0,2,1,16908288,0,0,5,9,239,252,252,1
3,1,0,2,1,16908288,0,0,2,251,150,254,157,4
3,2,0,2,1,16908288,0,0,5,250,227,0,247,2
3,0,0,2,1,16908288,0,0,3,9,240,251,254,1
3,1,0,2,1,16908288,0,0,3,250,149,254,156,4
3,2,0,2,1,16908288,0,0,5,249,213,0,238,2
3,0,0,2,1,16908288,0,0,4,10,245,251,255,1
3,1,0,2,1,16908288,0,0,3,250,155,254,160,4
3,2,0,2,1,16908288,0,0,4,249,230,0,254,2
3,0,0,2,1,16908288,0,0,4,10,238,252,254,1
3,1,0,2,1,16908288,0,0,3,250,151,253,158,4
3,2,0,2,1,16908288,0,0,5,249,214,0,236,2
3,0,0,2,1,16908288,0,0,5,10,237,251,253,1
3,1,0,2,1,16908288,0,0,2,251,147,254,155,4
3,2,0,2,1,16908288,0,0,5,249,217,0,242,2
3,0,0,2,1,16908288,0,0,5,10,243,251,255,1
3,1,0,2,1,16908288,0,0,2,250,164,254,170,4
3,2,0,2,1,16908288,0,0,6,248,229,0,250,2
3,0,0,2,1,16908288,0,0,4,9,242,252,255,1
3,1,0,2,1,16908288,0,0,3,250,151,254,157,4
3,2,0,2,1,16908288,0,0,5,248,224,1,248,2
3,0,0,2,1,16908288,0,0,5,10,241,251,255,1
3,1,0,2,1,16908288,0,0,2,250,151,254,158,4
3,2,0,2,1,16908288,0,0,5,248,216,0,238,2
3,0,0,2,1,16908288,0,0,5,10,237,252,254,1
3,1,0,2,1,16908288,0,0,2,251,147,254,151,4
3,2,0,2,1,16908288,0,0,6,248,223,1,244,2
3,0,0,2,1,16908288,0,0,4,9,238,251,255,1
3,1,0,2,1,16908288,0,0,3,250,146,255,155,4
3,2,0,2,1,16908288,0,0,5,248,214,2,239,2
3,0,0,2,1,16908288,0,0,5,9,240,251,253,1
3,1,0,2,1,16908288,0,0,2,251,149,254,154,4
3,2,0,2,1,16908288,0,0,5,249,225,0,250,2
3,0,0,2,1,16908288,0,0,5,9,241,251,255,1
3,1,0,2,1,16908288,0,0,3,250,152,254,158,4
3,2,0,2,1,16908288,0,0,5,249,214,1,237,2
3,0,0,2,1,16908288,0,0,5,9,240,251,255,1
3,1,0,2,1,16908288,0,0,3,250,147,254,154,4
3,2,0,2,1,16908288,0,0,3,249,133,1,156,2
3,0,0,2,1,16908288,0,0,4,9,242,251,255,1
3,1,0,2,1,16908288,0,0,2,250,148,254,156,4
3,2,0,2,1,16908288,0,0,5,250,215,2,234,2
3,0,0,2,1,16908288,0,0,4,9,242,251,254,1
3,1,0,2,1,16908288,0,0,2,250,148,254,156,4
3,2,0,2,1,16908288,0,0,5,249,224,0,247,2
3,0,0,2,1,16908288,0,0,4,9,240,252,255,1
3,1,0,2,1,16908288,0,0,3,250,149,254,155,4
3,2,0,2,1,16908288,0,0,5,249,213,0,239,2
3,0,0,2,1,16908288,0,0,4,9,242,251,255,1
3,1,0,2,1,16908288,0,0,3,249,157,254,165,4
3,2,0,2,1,16908288,0,0,5,249,234,0,255,2
3,0,0,2,1,16908288,0,0,3,9,241,250,255,1
3,1,0,2,1,16908288,0,0,3,250,148,254,154,4
3,2,0,2,1,16908288,0,0,5,249,216,1,237,2
3,0,0,2,1,16908288,0,0,4,10,242,252,255,1
3,1,0,2,1,16908288,0,0,2,249,150,254,156,4
3,2,0,2,1,16908288,0,0,5,249,223,0,248,2
3,0,0,2,1,16908288,0,0,3,9,236,251,254,1
3,1,0,2,1,16908288,0,0,2,250,148,254,156,4
3,2,0,2,1,16908288,0,0,5,249,208,1,232,2
3,0,0,2,1,16908288,0,0,4,10,237,251,253,1
3,1,0,2,1,16908288,0,0,2,250,147,254,154,4
3,2,0,2,1,16908288,0,0,4,249,221,0,243,2
3,0,0,2,1,16908288,0,0,4,9,246,251,255,1
3,1,0,2,1,16908288,0,0,3,249,146,254,152,4
3,2,0,2,1,16908288,0,0,5,249,210,0,232,2
3,0,0,2,1,16908288,0,0,3,9,242,251,255,1
3,1,0,2,1,16908288,0,0,3,249,146,254,152,4
3,2,0,2,1,16908288,0,0,6,249,220,0,241,2
3,0,0,2,1,16908288,0,0,3,9,238,251,254,1
3,1,0,2,1,16908288,0,0,2,250,148,254,155,4
3,2,0,2,1,16908288,0,0,5,248,210,1,234,2
