timestamp_utc,gnssId,svId,freqId,numWords,chn,dwrd_00,dwrd_01,dwrd_02,dwrd_03,dwrd_04,dwrd_05,dwrd_06,dwrd_07,dwrd_08,dwrd_09
,2,31,0,8,18,68493056,486526084,872366323,3221209088,2587901952,42,2863292093,3792355328,,
,0,4,0,10,1,583094790,2845370836,354680965,2684276402,2385872070,2548804347,868990387,392115128,1890.0,2154514131.0
,2,6,0,8,12,117440511,4278190080,309875337,3796860928,2572329869,2265553322,2863291844,1527496704,,
,2,24,0,8,16,117440511,4278190080,309875337,3796860928,2572331630,1779999274,2863285197,3058417664,,
2025-10-03T21:58:50.000104+00:00,2,9,0,8,13,120279616,27281991,2413776566,4278566912,3120906240,42,2863292010,1933639680,,
2025-10-03T21:58:50.000104+00:00,2,6,0,8,76,413136888,69108993,2147751937,3231521367,3475244287,33845242,1342146704,3086483456,,
2025-10-03T21:58:50.000104+00:00,2,5,0,8,75,346900544,100692436,4286877693,4229326655,3514825226,12589150,99636094,3504078848,,
2025-10-03T21:58:50.000104+00:00,2,5,0,8,11,137362911,4286581418,2863311530,2863300608,2863300608,42,2863287253,1992998912,,
2025-10-03T21:58:50.000104+00:00,0,26,0,10,6,583094790,2845379264,394388021,2407926253,2412189234,2177778027,382663008,66283594,2202497710.0,2670960467.0
2025-10-03T21:58:55.000107+00:00,2,9,0,8,13,268514632,2380251976,301251257,2415869952,2748317696,42,2863285795,243974144,,
2025-10-03T21:58:55.000107+00:00,2,23,0,8,15,331487302,1755990381,599237981,2694742016,2349684762,1443349482,2863287684,2780889088,,
2025-10-03T21:58:55.000107+00:00,0,4,0,10,65,2333219430,1121741181,1141070278,1933312,7995520,37871625,1396460425,0,1688.0,1795731722.0
2025-10-03T21:58:55.000107+00:00,2,9,0,8,13,286006926,170565267,565410014,2995552256,2454208512,42,2863296117,1565245440,,
2025-10-03T21:59:00.000109+00:00,0,16,0,10,5,583094790,2845387592,1073309433,2316895293,2148731373,2230708440,135186700,651769994,3219688042.0,2319643323.0
2025-10-03T21:59:00.000109+00:00,0,7,0,10,2,583094790,2845387592,1301255,1027832653,3218590113,2949040520,72444787,580749174,3219864212.0,205611364.0
2025-10-03T21:59:00.000109+00:00,2,5,0,8,11,9786709,1431655765,1431655765,1430896640,3006087168,42,2863298937,3100360704,,
2025-10-03T21:59:00.000109+00:00,2,6,0,8,76,73490963,1341799209,1610525953,2907077343,2814379146,2767820234,2863310947,2981888000,,
2025-10-03T21:59:00.000109+00:00,2,23,0,8,79,91316755,1342152089,536851201,2907077343,2814378378,2767820234,2863311283,482607104,,
2025-10-03T21:59:00.000109+00:00,2,31,0,8,18,9786709,1431655765,1431655765,1430896640,3006119936,42,2863294037,2147549184,,
2025-10-03T21:59:05.000112+00:00,2,24,0,8,16,89235127,3924852031,671786233,2544533504,2863304891,909933354,2863295640,1082195968,,
2025-10-03T21:59:05.000112+00:00,2,24,0,8,16,51789807,3721007169,3670193863,348274688,2681921403,2993049962,2863292825,3561734144,,
2025-10-03T21:59:05.000112+00:00,0,26,0,10,70,2338896486,1397836260,319998326,2473877296,4040122378,3221176326,1698700051,538934784,1601777326.0,18396830.0
2025-10-03T21:59:05.000112+00:00,2,5,0,8,11,18227508,138234945,1604715,2852438016,2793717760,42,2863293369,2718613504,,
2025-10-03T21:59:05.000112+00:00,0,26,0,10,6,583094790,2845396212,493674193,2510534815,995330827,205697505,2368277392,854145731,112510211.0,585405152.0
2025-10-03T21:59:10.000115+00:00,2,31,0,8,18,9786709,1431655765,1431655765,1430896640,3006251008,42,2863299446,1573568512,,
2025-10-03T21:59:10.000115+00:00,0,4,0,10,1,583094790,2845404540,327990703,62924019,1062109191,675490911,618108061,2748671102,3079475495.0,385878484.0
2025-10-03T21:59:10.000115+00:00,2,24,0,8,80,140042965,3548381119,1996506466,3937010925,3030231814,1594811732,2670912035,373030912,,
2025-10-03T21:59:10.000115+00:00,2,6,0,8,12,271027923,3114176072,149608765,536674304,2640328341,1409286186,2863291544,2383134720,,
2025-10-03T21:59:10.000115+00:00,2,23,0,8,15,283611841,1035853725,1845792445,4026515456,2370841045,1409286186,2863286183,713801728,,
2025-10-03T21:59:15.000118+00:00,2,5,0,8,11,117440511,4278190080,309875337,3796860928,2576252928,42,2863300493,512475136,,
2025-10-03T21:59:15.000118+00:00,2,23,0,8,15,68556544,16784516,3556763495,268419072,2898287905,3658476778,2863292236,17481728,,
2025-10-03T21:59:15.000118+00:00,0,7,0,10,2,583094790,2845411636,354680864,536792731,238388463,401320658,3016473181,2355049350,2151674655.0,1026628888.0
2025-10-03T21:59:15.000118+00:00,2,9,0,8,13,35000836,2471184868,1945946079,2106163200,3158392832,42,2863295961,3993042944,,
2025-10-03T21:59:15.000118+00:00,2,6,0,8,12,68552192,503321220,3556675275,671055872,2873122038,1497279978,2863295239,1980416000,,
2025-10-03T21:59:20.000120+00:00,2,6,0,8,12,153834069,1431655765,1426107050,2863300608,2863305601,1136872938,2863293335,1744896000,,
2025-10-03T21:59:20.000120+00:00,2,5,0,8,11,153834069,1431655765,1426107050,2863300608,2863300608,42,2863284539,2940272640,,
2025-10-03T21:59:20.000120+00:00,2,5,0,8,75,207103829,1018310402,118956945,4045998229,529984893,2228311199,856249897,4213178368,,
2025-10-03T21:59:20.000120+00:00,2,5,0,8,11,170568362,2863311530,2863311615,2399125504,3104079872,42,2863290591,608878592,,
2025-10-03T21:59:20.000120+00:00,0,26,0,10,6,583094790,2845420124,394388021,2407926253,2412189234,2177778027,382663008,66283594,2202497710.0,2670960467.0
2025-10-03T21:59:25.000123+00:00,2,24,0,8,16,341119554,1250428969,1910506905,2243821568,2506242785,3037082602,2863292662,2982215680,,
2025-10-03T21:59:25.000123+00:00,2,31,0,8,18,309921940,4050632071,1519771223,3123347456,2253209600,42,2863284377,2756427776,,
2025-10-03T21:59:25.000123+00:00,0,9,0,10,68,2334435942,1764378386,2001797174,2246048875,2201528320,2461956842,2339376755,3087354378,189291038.0,2301145675.0
2025-10-03T21:59:25.000123+00:00,2,31,0,8,18,284182264,95671453,2471120891,3086909440,2165309440,42,2863292213,2429206528,,
2025-10-03T21:59:30.000126+00:00,2,6,0,8,12,9786709,1431655765,1431655765,1430896640,3006621295,2092720938,2863287128,2852192256,,
2025-10-03T21:59:30.000126+00:00,2,5,0,8,11,9786709,1431655765,1431655765,1430896640,3006611456,42,2863285853,1652621312,,
2025-10-03T21:59:30.000126+00:00,2,9,0,8,77,274202673,917503,4294901760,1210450,2313310751,4057988755,3865454727,2862612480,,
2025-10-03T21:59:30.000126+00:00,0,4,0,10,1,583094790,2845428524,889068,865986952,1072843205,2649920307,154395105,2907419659,1072263471.0,394134371.0
2025-10-03T21:59:30.000126+00:00,2,6,0,8,12,9786709,1431655765,1431655765,1430896640,3006580924,2185489450,2863290885,3519791104,,
2025-10-03T21:59:30.000126+00:00,2,23,0,8,15,9786709,1431655765,1431655765,1430896640,3006585191,2277762026,2863297010,3666591744,,
2025-10-03T21:59:35.000129+00:00,2,24,0,8,16,18227508,3805664127,4547306,2852438016,2914311172,868759722,2863296276,3561668608,,
2025-10-03T21:59:35.000129+00:00,0,9,0,10,4,583094790,2845437032,497125377,2904901718,3210066383,954665817,2250054606,2413680378,3015643030.0,2279059251.0
2025-10-03T21:59:35.000129+00:00,2,31,0,8,18,51724271,3381270273,3955404871,440549376,2694496256,42,2863297254,554418176,,
