timestamp_utc,gnssId,svId,freqId,numWords,chn,dwrd_00,dwrd_01,dwrd_02,dwrd_03,dwrd_04,dwrd_05,dwrd_06,dwrd_07,dwrd_08,dwrd_09
2025-09-29T00:56:07.000332+00:00,0,8,0,10,1,583094790,2270072008,503808189,3217019066,3221160135,1073741374,3221225450,3205731468,77742543,75497635
2025-09-29T00:56:07.000332+00:00,0,7,0,10,0,583094790,2270072008,503808189,3217019066,3221160135,1073741712,1073741763,1070486711,77742543,75497635
2025-09-29T00:56:07.000332+00:00,0,27,0,10,4,583094790,2270072008,503808189,3217019066,3221160135,1073741712,1073741763,1070486711,77742543,75497635
2025-09-29T00:56:07.000332+00:00,0,30,0,10,5,583094790,2270072008,503808189,3217019066,3221160135,1073741712,1073741763,1070486711,77742543,75497635
2025-09-29T00:56:07.000332+00:00,0,14,0,10,2,583094790,2270072008,503808189,3217019066,3221160135,1073741269,3221225450,3205387401,2225226214,2223212532
2025-09-29T00:56:12.000331+00:00,0,14,0,10,2,583094790,2270080320,344691959,239402480,1062535177,2822980037,3145217914,2726398200,86992268,775952655
2025-09-29T00:56:12.000331+00:00,0,27,0,10,4,583094790,2270080320,344691876,239402480,1062535177,2822980037,3145217932,578914604,86992250,2923436496
2025-09-29T00:56:12.000331+00:00,0,30,0,10,5,583094790,2270080320,344691876,239402480,1062535177,2822980037,3145217932,578914604,86992250,2923436496
2025-09-29T00:56:12.000331+00:00,0,8,0,10,1,583094790,2270080320,344692449,2474966506,3210117180,675496610,3145101163,579071253,2230857578,2923436603
2025-09-29T00:56:12.000331+00:00,0,7,0,10,0,583094790,2270080320,344691876,239402480,1062535177,2822980037,3145217932,578914604,86992250,2923436496
2025-09-29T00:56:17.000330+00:00,0,30,0,10,87,2340020691,2956061042,1710906983,2153912320,152036990,1074397295,503512831,1124072451,1377860458,1552463776
2025-09-29T00:56:17.000330+00:00,0,14,0,10,84,2335826387,2959306098,1689751883,2156545,4010802050,3019497435,503512831,1124072451,1375735297,3671634849
2025-09-29T00:56:17.000330+00:00,0,30,0,10,87,2340020691,2956061042,1710906983,2153912320,152036990,1074397295,503512831,1124072451,1377860458,1552463776
2025-09-29T00:56:17.000330+00:00,0,27,0,10,86,2339234259,2956061042,1710822215,2146777088,68153599,1142833347,503512831,1124072451,1380299619,1365817056
2025-09-29T00:56:17.000330+00:00,0,7,0,10,82,2333991379,2956455282,1709846759,2144059393,3910135811,3221225472,503512831,1124072451,1380652566,1205383648
2025-09-29T00:56:17.000330+00:00,0,14,0,10,84,2335826387,2959306098,1689751883,2156545,4010802050,3019497435,503512831,1124072451,1375735297,3671634849
2025-09-29T00:56:17.000330+00:00,0,27,0,10,86,2339234259,2956061042,1710822215,2146777088,68153599,1142833347,503512831,1124072451,1380299619,1365817056
2025-09-29T00:56:17.000330+00:00,0,8,0,10,83,2334253523,2961861874,1653273375,2146787328,168816253,2082136299,503512831,1124072451,1392303505,2203628064
2025-09-29T00:56:17.000330+00:00,0,8,0,10,83,2334253523,2961861874,1653273375,2146787328,168816253,2082136299,503512831,1124072451,1392303505,2203628064
2025-09-29T00:56:17.000330+00:00,0,14,0,10,2,583094790,2270087492,354680864,109223175,607189334,2712904584,134298595,42317479,2122,2532456667
2025-09-29T00:56:17.000330+00:00,0,7,0,10,82,2333991379,2956455282,1709846759,2144059393,3910135811,3221225472,503512831,1124072451,1380652566,1205383648
2025-09-29T00:56:17.000330+00:00,0,30,0,10,5,583094790,2270087492,354680864,109223175,607189334,2712904584,134283840,327530148,6286,3209426987
2025-09-29T00:56:17.000330+00:00,0,27,0,10,4,583094790,2270087492,354680864,109223175,607189334,2712904584,134283534,2571482766,2151677295,1059218508
2025-09-29T00:56:17.000330+00:00,0,7,0,10,0,583094790,2270087492,354680864,109223175,607189334,2712904584,134298189,2344990351,4191030,3175483107
2025-09-29T00:56:17.000330+00:00,0,8,0,10,1,583094790,2270087492,354680864,109223175,607189334,2712904584,134283958,2466625121,2151677295,291397627
2025-09-29T00:56:22.000329+00:00,0,30,0,10,5,583094790,2270095916,331319187,236825616,164743182,3212427465,3146214790,2209376365,2201469329,2243338044
2025-09-29T00:56:22.000329+00:00,0,27,0,10,4,583094790,2270095916,423774729,2368228182,2447156756,35258798,3163625442,2204592226,2203186965,2243338044
2025-09-29T00:56:22.000329+00:00,0,14,0,10,2,583094790,2270095916,42023336,227337405,3175283921,2164719827,185752325,2222712915,54975332,95854563
2025-09-29T00:56:22.000329+00:00,0,8,0,10,1,583094790,2270095916,318925919,229689955,993474298,2185412991,536853451,53012563,54491683,95833376
2025-09-29T00:56:22.000329+00:00,0,7,0,10,0,583094790,2270095916,201302939,219032943,531195115,1068892841,2333042671,59697227,56280071,95854563
2025-09-29T00:56:27.000328+00:00,0,8,0,10,1,583094790,2270104536,110645,2833350039,1083787,562216943,133006517,3096108127,1072240536,322769392
2025-09-29T00:56:27.000328+00:00,0,7,0,10,0,583094790,2270104536,3316579,100266212,1073645966,2945477332,122776427,549250888,1072350899,197302243
2025-09-29T00:56:27.000328+00:00,0,27,0,10,4,583094790,2270104536,1072558160,955520894,2149042583,959794872,132597917,2913550596,1072242393,2575141407
2025-09-29T00:56:27.000328+00:00,0,30,0,10,5,583094790,2270104536,875279,881001930,3220752812,151236956,118777902,2163665311,1072288509,2474791515
2025-09-29T00:56:27.000328+00:00,0,14,0,10,2,583094790,2270104536,1073325598,2650272986,3219851677,2611658952,108995549,2580929992,1072307849,2193491603
2025-09-29T00:56:32.000327+00:00,0,30,0,10,87,2340028883,3224496498,1710906983,2153912320,1912617462,3210847618,65586688,1593265198,329050684,2587408266
2025-09-29T00:56:32.000327+00:00,0,14,0,10,2,583094790,2270112924,511824603,617196841,2768636952,89485301,3032129308,784810149,2589518131,795520935
2025-09-29T00:56:32.000327+00:00,0,30,0,10,5,583094790,2270112924,511824603,617196841,2768636952,89485301,3032129308,784810149,2589518131,795520935
2025-09-29T00:56:32.000327+00:00,0,7,0,10,0,583094790,2270112924,511824603,617196841,2768636952,89485301,3032129308,784810149,2589518131,795520935
2025-09-29T00:56:32.000327+00:00,0,8,0,10,1,583094790,2270112924,511824603,617196841,2768636952,89485301,3032129308,784810149,2589518131,795520935
