message_type,timestamp,iTOW,year,month,day,hour,min,sec,nano,valid,tAcc,fixType,flags,numSV,lon,lat,height,hMSL,hAcc,vAcc
PVT,2025-09-26T10:18:37.831999+00:00,469117.832000000,2025,9,26,10,18,0,832325960,0,1833,0,0,0,-0.000008108,0.000002923,-17.980000000,12.452000000,15.718000000,11.114000000
PVT,2025-09-26T10:18:42+00:00,469122.000000000,2025,9,26,10,18,0,325994,0,1037,3,0,13,-0.000008108,0.000002923,-19.088000000,11.343000000,10.093000000,14.494000000
PVT,2025-09-26T10:18:47+00:00,469127.000000000,2025,9,26,10,18,0,325094,0,1014,3,0,12,-0.000008108,0.000002923,-16.791000000,13.641000000,3.778000000,5.044000000
PVT,2025-09-26T10:18:52+00:00,469132.000000000,2025,9,26,10,18,0,324198,0,1011,3,0,12,-0.000008108,0.000002923,-16.477000000,13.955000000,2.716000000,3.596000000
PVT,2025-09-26T10:18:57+00:00,469137.000000000,2025,9,26,10,18,0,323300,0,1009,3,0,13,-0.000008108,0.000002923,-16.313000000,14.119000000,2.349000000,3.131000000
PVT,2025-09-26T10:19:02+00:00,469142.000000000,2025,9,26,10,18,0,322399,0,1009,3,0,13,-0.000008108,0.000002923,-15.989000000,14.442000000,2.118000000,2.858000000
PVT,2025-09-26T10:19:07+00:00,469147.000000000,2025,9,26,10,18,0,321495,0,1008,3,0,12,-0.000008108,0.000002923,-15.395000000,15.036000000,1.963000000,2.664000000
PVT,2025-09-26T10:19:12+00:00,469152.000000000,2025,9,26,10,18,0,320587,0,1008,3,0,12,-0.000008108,0.000002923,-14.957000000,15.474000000,1.862000000,2.538000000
PVT,2025-09-26T10:19:17+00:00,469157.000000000,2025,9,26,10,18,0,319675,0,1008,3,0,13,-0.000008108,0.000002923,-14.583000000,15.848000000,1.783000000,2.446000000
PVT,2025-09-26T10:19:22+00:00,469162.000000000,2025,9,26,10,19,0,318757,0,1007,3,0,13,-0.000008108,0.000002923,-14.228000000,16.203000000,1.713000000,2.362000000
PVT,2025-09-26T10:19:27+00:00,469167.000000000,2025,9,26,10,19,0,317836,0,1007,3,0,14,-0.000008108,0.000002923,-14.009000000,16.422000000,1.661000000,2.296000000
PVT,2025-09-26T10:19:32+00:00,469172.000000000,2025,9,26,10,19,0,316910,0,1007,3,0,13,-0.000008108,0.000002923,-13.683000000,16.748000000,1.607000000,2.224000000
PVT,2025-09-26T10:19:37+00:00,469177.000000000,2025,9,26,10,19,0,315980,0,1007,3,0,13,-0.000008108,0.000002923,-13.724000000,16.708000000,1.577000000,2.199000000
PVT,2025-09-26T10:19:42+00:00,469182.000000000,2025,9,26,10,19,0,315047,0,1007,3,0,14,-0.000008108,0.000002923,-13.800000000,16.631000000,1.561000000,2.187000000
PVT,2025-09-26T10:19:47+00:00,469187.000000000,2025,9,26,10,19,0,314109,0,1007,3,0,13,-0.000008108,0.000002923,-13.844000000,16.587000000,1.547000000,2.175000000
PVT,2025-09-26T10:19:52+00:00,469192.000000000,2025,9,26,10,19,0,313168,0,1007,3,0,14,-0.000008108,0.000002923,-14.018000000,16.413000000,1.538000000,2.172000000
PVT,2025-09-26T10:19:57+00:00,469197.000000000,2025,9,26,10,19,0,312224,0,1007,3,0,14,-0.000008108,0.000002923,-14.169000000,16.262000000,1.528000000,2.166000000
PVT,2025-09-26T10:20:02+00:00,469202.000000000,2025,9,26,10,19,0,311275,0,1006,3,0,15,-0.000008108,0.000002923,-14.112000000,16.320000000,1.512000000,2.152000000
PVT,2025-09-26T10:20:07+00:00,469207.000000000,2025,9,26,10,19,0,310324,0,1006,3,0,16,-0.000008108,0.000002923,-14.127000000,16.304000000,1.494000000,2.125000000
PVT,2025-09-26T10:20:12+00:00,469212.000000000,2025,9,26,10,19,0,309371,0,1006,3,0,17,-0.000008108,0.000002923,-14.124000000,16.307000000,1.470000000,2.091000000
PVT,2025-09-26T10:20:17+00:00,469217.000000000,2025,9,26,10,19,0,308414,0,1006,3,0,18,-0.000008108,0.000002923,-13.925000000,16.506000000,1.448000000,2.068000000
PVT,2025-09-26T10:20:22+00:00,469222.000000000,2025,9,26,10,20,0,307454,0,1006,3,0,18,-0.000008108,0.000002923,-13.670000000,16.762000000,1.428000000,2.049000000
PVT,2025-09-26T10:20:27+00:00,469227.000000000,2025,9,26,10,20,0,306491,0,1006,3,0,17,-0.000008108,0.000002923,-13.508000000,16.923000000,1.417000000,2.035000000
PVT,2025-09-26T10:20:32+00:00,469232.000000000,2025,9,26,10,20,0,305526,0,1006,3,0,17,-0.000008108,0.000002923,-13.386000000,17.045000000,1.411000000,2.031000000
PVT,2025-09-26T10:20:37+00:00,469237.000000000,2025,9,26,10,20,0,304561,0,1006,3,0,18,-0.000008108,0.000002923,-13.658000000,16.774000000,1.420000000,2.066000000
PVT,2025-09-26T10:20:42+00:00,469242.000000000,2025,9,26,10,20,0,303592,0,1006,3,0,18,-0.000008108,0.000002923,-13.968000000,16.463000000,1.422000000,2.087000000
PVT,2025-09-26T10:20:47+00:00,469247.000000000,2025,9,26,10,20,0,302620,0,1006,3,0,18,-0.000008108,0.000002923,-14.223000000,16.208000000,1.416000000,2.095000000
PVT,2025-09-26T10:20:52+00:00,469252.000000000,2025,9,26,10,20,0,301646,0,1006,3,0,19,-0.000008108,0.000002923,-14.582000000,15.849000000,1.411000000,2.103000000
PVT,2025-09-26T10:20:57+00:00,469257.000000000,2025,9,26,10,20,0,300668,0,1006,3,0,19,-0.000008108,0.000002923,-14.728000000,15.704000000,1.410000000,2.108000000
PVT,2025-09-26T10:21:02+00:00,469262.000000000,2025,9,26,10,20,0,299688,0,1006,3,0,19,-0.000008108,0.000002923,-14.765000000,15.666000000,1.407000000,2.094000000
PVT,2025-09-26T10:21:07+00:00,469267.000000000,2025,9,26,10,20,0,298705,0,1006,3,0,18,-0.000008108,0.000002923,-14.716000000,15.715000000,1.412000000,2.088000000
PVT,2025-09-26T10:21:12+00:00,469272.000000000,2025,9,26,10,20,0,297719,0,1006,3,0,19,-0.000008108,0.000002923,-14.643000000,15.788000000,1.431000000,2.102000000
PVT,2025-09-26T10:21:17+00:00,469277.000000000,2025,9,26,10,20,0,296731,0,1006,3,0,17,-0.000008108,0.000002923,-14.552000000,15.879000000,1.449000000,2.122000000
PVT,2025-09-26T10:21:22+00:00,469282.000000000,2025,9,26,10,21,0,295741,0,1006,3,0,19,-0.000008108,0.000002923,-14.401000000,16.030000000,1.481000000,2.171000000
PVT,2025-09-26T10:21:27+00:00,469287.000000000,2025,9,26,10,21,0,294750,0,26,3,0,19,-0.000008108,0.000002923,-14.109000000,16.323000000,1.476000000,2.162000000
PVT,2025-09-26T10:21:32+00:00,469292.000000000,2025,9,26,10,21,0,293758,0,26,3,0,19,-0.000008108,0.000002923,-13.897000000,16.535000000,1.460000000,2.145000000
PVT,2025-09-26T10:21:37+00:00,469297.000000000,2025,9,26,10,21,0,292766,0,26,3,0,20,-0.000008108,0.000002923,-14.028000000,16.404000000,1.440000000,2.113000000
PVT,2025-09-26T10:21:42+00:00,469302.000000000,2025,9,26,10,21,0,291775,0,26,3,0,19,-0.000008108,0.000002923,-14.462000000,15.969000000,1.431000000,2.090000000
PVT,2025-09-26T10:21:47+00:00,469307.000000000,2025,9,26,10,21,0,290782,0,26,3,0,19,-0.000008108,0.000002923,-14.967000000,15.465000000,1.432000000,2.081000000
PVT,2025-09-26T10:21:52+00:00,469312.000000000,2025,9,26,10,21,0,289789,0,26,3,0,18,-0.000008108,0.000002923,-15.516000000,14.916000000,1.416000000,2.056000000
PVT,2025-09-26T10:21:57+00:00,469317.000000000,2025,9,26,10,21,0,288795,0,26,3,0,19,-0.000008108,0.000002923,-16.237000000,14.194000000,1.381000000,2.007000000
PVT,2025-09-26T10:22:02+00:00,469322.000000000,2025,9,26,10,21,0,287799,0,26,3,0,20,-0.000008108,0.000002923,-16.683000000,13.748000000,1.348000000,1.955000000
PVT,2025-09-26T10:22:07+00:00,469327.000000000,2025,9,26,10,21,0,286800,0,26,3,0,20,-0.000008108,0.000002923,-16.772000000,13.659000000,1.340000000,1.936000000
PVT,2025-09-26T10:22:12+00:00,469332.000000000,2025,9,26,10,21,0,285800,0,26,3,0,20,-0.000008108,0.000002923,-16.653000000,13.778000000,1.345000000,1.944000000
PVT,2025-09-26T10:22:17+00:00,469337.000000000,2025,9,26,10,21,0,284799,0,26,3,0,20,-0.000008108,0.000002923,-16.428000000,14.003000000,1.350000000,1.958000000
PVT,2025-09-26T10:22:22+00:00,469342.000000000,2025,9,26,10,22,0,283797,0,26,3,0,20,-0.000008108,0.000002923,-16.344000000,14.087000000,1.351000000,1.966000000
PVT,2025-09-26T10:22:27+00:00,469347.000000000,2025,9,26,10,22,0,282795,0,26,3,0,20,-0.000008108,0.000002923,-16.367000000,14.064000000,1.357000000,1.973000000
PVT,2025-09-26T10:22:32+00:00,469352.000000000,2025,9,26,10,22,0,281792,0,26,3,0,19,-0.000008108,0.000002923,-16.425000000,14.006000000,1.362000000,1.976000000
PVT,2025-09-26T10:22:37+00:00,469357.000000000,2025,9,26,10,22,0,280788,0,26,3,0,18,-0.000008108,0.000002923,-16.621000000,13.810000000,1.362000000,1.949000000
PVT,2025-09-26T10:22:42+00:00,469362.000000000,2025,9,26,10,22,0,279785,0,26,3,0,19,-0.000008108,0.000002923,-16.824000000,13.608000000,1.367000000,1.940000000
PVT,2025-09-26T10:22:47+00:00,469367.000000000,2025,9,26,10,22,0,278780,0,26,3,0,19,-0.000008108,0.000002923,-16.902000000,13.529000000,1.366000000,1.921000000
PVT,2025-09-26T10:22:52+00:00,469372.000000000,2025,9,26,10,22,0,277776,0,26,3,0,20,-0.000008108,0.000002923,-17.135000000,13.297000000,1.365000000,1.908000000
PVT,2025-09-26T10:22:57+00:00,469377.000000000,2025,9,26,10,22,0,276770,0,26,3,0,20,-0.000008108,0.000002923,-17.270000000,13.161000000,1.369000000,1.913000000
