timestamp_utc,rcvTow,week,leapS,numMeas,recStat,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,trkStat,prValid,cpValid,halfCyc,subHalfCyc
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,20816371.683540523,81687909.97753383,-2367.738281,0,9,7,0,64500,36,4,0,3,7,TRUE,TRUE,TRUE,FALSE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,21886791.95682126,85888448.84,-3105.504395,0,27,7,0,64500,37,5,0,3,7,TRUE,TRUE,TRUE,FALSE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,22292213.58353898,87479511.05113445,1599.5047607421875,0,30,7,0,64500,44,3,0,1,6,FALSE,TRUE,TRUE,FALSE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,26348184.85806749,103395936.7896769,-396.099884,2,15,4,0,0,18,10,0,15,12,FALSE,FALSE,TRUE,TRUE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,22726674.49,89184357.13431446,-831.5386353,2,19,4,0,64500,37,4,0,3,7,TRUE,TRUE,TRUE,FALSE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,23418180.276469525,91897977.06299658,-728.8447266,2,21,4,0,64500,47,3,0,1,5,TRUE,FALSE,TRUE,FALSE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,24218410.14386245,95038243.05623329,-2462.234863,2,29,4,0,0,22,9,0,15,12,FALSE,FALSE,TRUE,TRUE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,25207300.67270237,98918861.76231933,-1764.869263,2,27,4,0,0,21,10,0,15,13,TRUE,FALSE,TRUE,TRUE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,26730705.76503486,104897078.00770965,979.8340454101562,2,4,4,0,64500,39,4,0,2,7,TRUE,TRUE,TRUE,FALSE
2025-11-30T20:45:38.000458+00:00,74760.998,2395,18,27,1,23615236.805706214,92671333.64366876,932.0139770507812,0,14,7,0,64500,37,5,0,3,8,FALSE,FALSE,FALSE,TRUE
