timestamp_utc,gnssId,svId,freqId,numWords,chn,dwrd_00,dwrd_01,dwrd_02,dwrd_03,dwrd_04,dwrd_05,dwrd_06,dwrd_07,dwrd_08,dwrd_09
,0,14,0,10,20,583097108,102058780,1073699470,2695235849,3219720608,453591982,2229396423,310286967,1072292095.0,406951360.0
,0,27,0,10,71,2339156357,1350650355,1351453112,1208393494,2681995286,2682724359,2682267279,537802752,1729158154.0,932755166.0
,2,19,0,8,13,9786709,1431655765,1431655765,1433157632,2298433529,3096621162,2863291502,1375682560,,
,2,27,0,8,16,18793678,1036779587,2361287,2852438016,3188645829,1943409770,2863296357,3247095808,,
,2,21,0,8,14,52281328,2785568835,3053852930,3326377984,2958737408,42,2863299607,961265664,,
,0,14,0,10,84,2335826309,1482812786,79451211,2149193729,4010802050,3019497435,453049859,1173684225,1526727361.0,3149444001.0
2025-11-30T20:45:38.000458+00:00,2,14,0,8,23,9786709,1431655765,1431655765,1433157632,2298560512,42,2863297962,72007680,,
2025-11-30T20:45:38.000458+00:00,0,14,0,10,20,583097108,102075748,341494292,239271750,3209592878,2822996191,632430072,876512961,2950418506.0,2155865684.0
2025-11-30T20:45:38.000458+00:00,2,14,0,8,23,87694704,191921759,1921693220,2162851840,2863300608,42,2863291411,3146498048,,
2025-11-30T20:45:38.000458+00:00,2,14,0,8,23,35497372,2593179835,1962106534,2231877632,3208658944,42,2863285027,1224802304,,
2025-11-30T20:45:38.000458+00:00,2,23,0,8,15,69129984,33541395,1006623617,3221209088,2860537929,109219818,2863294823,1791672320,,
2025-11-30T20:45:48.000453+00:00,0,14,0,10,84,2335748485,1887515969,1606781339,153894952,542072815,2683822089,562041599,3761197056,2127561054.0,1028174750.0
2025-11-30T20:45:48.000453+00:00,2,21,0,8,14,287741633,3462813986,339855518,900530176,2587033600,42,2863284718,676052992,,
2025-11-30T20:45:48.000453+00:00,2,27,0,8,16,146800272,2730,2863311530,2863300608,2863310072,4165289677,3877782031,2685059072,,
2025-11-30T20:45:48.000453+00:00,0,30,0,10,72,2339938693,1764451385,2021752753,1279262947,2206820351,2853885021,2303205292,1680769148,3333714086.0,3395860363.0
2025-11-30T20:45:48.000453+00:00,2,19,0,8,13,100663296,0,302013321,3795992576,2283443165,854047850,2863285151,3279896576,,
2025-11-30T20:45:48.000453+00:00,2,21,0,8,78,142014575,388956098,2550142541,111805701,1634749606,2399748438,3297780038,2605449216,,
2025-11-30T20:45:58.000447+00:00,2,23,0,8,15,271570888,2612877680,666903427,4093607936,3087008107,1494303914,2863291946,1007337472,,
2025-11-30T20:45:58.000447+00:00,2,19,0,8,13,9786709,1431655765,1431655765,1433157632,2298889168,2230487850,2863291674,280969216,,
2025-11-30T20:45:58.000447+00:00,0,14,0,10,84,2335826309,2019683698,79451211,2149193729,4010802050,3019497435,453049859,1173684225,1526727231.0,3969430433.0
2025-11-30T20:45:58.000447+00:00,2,21,0,8,14,9786709,1431655765,1431655765,1433157632,2298920960,42,2863297466,725680128,,
2025-11-30T20:45:58.000447+00:00,0,7,0,10,0,583097108,102108192,503758888,1065406784,1027604560,0,0,5134025,2225226214.0,2222981167.0
2025-11-30T20:45:58.000447+00:00,2,27,0,8,16,52363248,2768810756,570824834,3557113856,2287664197,3925127210,2863296796,2110504960,,
2025-11-30T20:46:08.000442+00:00,2,14,0,8,23,69046009,3036759826,1881426376,2149629952,2885697536,42,2863296005,118145024,,
2025-11-30T20:46:08.000442+00:00,2,19,0,8,13,9786709,1431655765,1431655765,1433157632,2299095628,390070314,2863284901,1556037632,,
2025-11-30T20:46:08.000442+00:00,0,1,0,10,74,2332336517,2301322303,2021720151,887094651,3004614656,3021978747,208667791,3449024475,3277196292.0,1378398283.0
2025-11-30T20:46:08.000442+00:00,2,4,0,8,11,87694704,191921535,1208661540,2217377792,2863301465,478214860,3949152959,2252406784,,
2025-11-30T20:46:08.000442+00:00,0,27,0,10,1,583097108,102116776,344698441,2386877085,3209461779,675493575,805028905,2733033887,466087119.0,805312923.0
2025-11-30T20:46:18.000437+00:00,2,21,0,8,14,100663296,0,302013321,3795992576,2287370240,42,2863298788,3809198080,,
2025-11-30T20:46:18.000437+00:00,0,14,0,10,84,2335748485,2424386881,1606781339,153894952,542072815,2683822089,562041599,3761197056,2127561637.0,2561192862.0
2025-11-30T20:46:18.000437+00:00,2,23,0,8,79,450277368,2359492647,814082,1078476491,3652724351,333238244,2415822932,3556245504,,
2025-11-30T20:46:18.000437+00:00,0,8,0,10,6,583097108,102132420,415373187,246664209,2613804841,2180530506,2885235477,2176575599,55301243.0,81108856.0
2025-11-30T20:46:18.000437+00:00,2,4,0,8,11,317247491,3848375033,879339259,3348021248,2188877635,4023795690,2863290341,1879818240,,
2025-11-30T20:46:18.000437+00:00,2,21,0,8,14,341552808,2630769970,3359603109,3811590144,2388393984,42,2863284965,2780889088,,
2025-11-30T20:46:28.000431+00:00,2,27,0,8,16,18793678,1036779587,2361287,2852438016,3188645957,1942163754,2863294526,3238707200,,
2025-11-30T20:46:28.000431+00:00,0,7,0,10,0,583097108,102140920,3887046,2302932314,2147699091,771336400,104147808,976333520,1072311512.0,243050027.0
2025-11-30T20:46:28.000431+00:00,0,8,0,10,68,2334265733,2749561330,76016188,4293216256,6684720,38043657,1530678153,1234424710,1123818496.0,3806900746.0
2025-11-30T20:46:28.000431+00:00,2,14,0,8,23,9786709,1431655765,1431655765,1433157632,2299412480,42,2863298954,1514209280,,
2025-11-30T20:46:28.000431+00:00,2,23,0,8,15,52363248,3569903555,1493559235,604258304,2220547100,1101106858,2863297900,4249600000,,
2025-11-30T20:46:38.000426+00:00,2,23,0,8,15,35576841,3896510931,931484226,4229873664,2183684228,99167786,2863288283,931201024,,
2025-11-30T20:46:38.000426+00:00,0,27,0,10,71,2339156357,2961263091,1351453112,1208393494,2681995286,2682724359,2682267279,537802752,1729158897.0,2457384670.0
2025-11-30T20:46:38.000426+00:00,2,27,0,8,16,87694704,191889472,269137444,2280292352,2863301476,1647391210,2863292599,1484849152,,
2025-11-30T20:46:38.000426+00:00,2,4,0,8,11,9786709,1431655765,1431655765,1433157632,2299553906,3259682410,2863300479,1829421056,,
2025-11-30T20:46:38.000426+00:00,2,4,0,8,82,142295131,3473735615,2181039526,648676550,3122310645,470425942,3297831224,2324692992,,
2025-11-30T20:46:48.000420+00:00,2,23,0,8,15,291236382,1617345849,722193053,926695424,2662219923,3703661354,2863290957,1531691008,,
2025-11-30T20:46:48.000420+00:00,0,27,0,10,1,583097108,102164784,364118041,2629905250,2998220302,2734509238,2291220803,453301646,2151675019.0,1049692251.0
2025-11-30T20:46:48.000420+00:00,0,9,0,10,69,2334515589,3087427954,80255032,2148749312,17823359,2618671297,453049859,1173684225,1539482582.0,654881376.0
2025-11-30T20:46:48.000420+00:00,2,14,0,8,23,124548672,41956804,1474213907,4279484416,2297774080,42,2863299935,1518403584,,
2025-11-30T20:46:48.000420+00:00,2,27,0,8,16,146799999,4286581418,2863311530,2863300608,2863304699,4022863594,2863293317,2089467904,,
2025-11-30T20:46:48.000420+00:00,0,4,0,10,66,2333217157,3222038898,67592834,2149093376,6422544,38215689,1530678153,0,2955.0,3372790026.0
2025-11-30T20:46:58.000415+00:00,0,8,0,10,6,583097108,102190096,516922425,2155374558,2220798826,2515337545,2324935153,2393899084,624390120.0,197293415.0
2025-11-30T20:46:58.000415+00:00,2,4,0,8,11,52363247,3767110911,2910978504,201293824,2778385138,355473834,2863286810,2097922048,,
2025-11-30T20:46:58.000415+00:00,2,21,0,8,14,9786709,1431655765,1431655765,1433157632,2299904000,42,2863299321,343998464,,
2025-11-30T20:46:58.000415+00:00,0,14,0,10,20,583097108,102181804,1073699470,2695235849,3219720608,453591982,2229396423,310286967,1072292095.0,406951360.0
2025-11-30T20:46:58.000415+00:00,2,23,0,8,15,271570632,2612877168,666772511,603947008,3092262473,2063869162,2863291928,2865414144,,
2025-11-30T20:46:58.000415+00:00,0,30,0,10,72,2339938693,3375064121,2021752753,1279262947,2206820351,2853885021,2303205292,1680769148,3333714849.0,3251156875.0
2025-11-30T20:47:08.000410+00:00,2,27,0,8,16,87694704,191889472,269137444,2343206912,2863305160,1096628010,2863299846,4039180288,,
2025-11-30T20:47:08.000410+00:00,0,8,0,10,6,583097108,102198680,352815761,2298673394,3210068017,2822975027,949235055,713101352,513269205.0,2344617159.0
2025-11-30T20:47:08.000410+00:00,2,4,0,8,82,451586730,2863311530,2863268181,1431655765,1431655765,1431655765,1431653243,851443712,,
2025-11-30T20:47:08.000410+00:00,0,30,0,10,72,2340020613,3627641202,67811686,6821888,152036990,1074397295,453049859,1173684225,1532403257.0,2538125217.0
2025-11-30T20:47:08.000410+00:00,2,19,0,8,13,69128960,150999315,940865604,537034752,2155894808,1137665450,2863290169,1635729408,,
2025-11-30T20:47:18.000404+00:00,0,7,0,10,0,583097108,102214328,243179280,220933846,2776290548,1054835332,257681280,75835500,55538195.0,81108779.0
2025-11-30T20:47:18.000404+00:00,0,14,0,10,20,583097108,102205904,364118255,482421579,850736679,587025567,143752148,407164315,1695.0,394958124.0
2025-11-30T20:47:18.000404+00:00,0,14,0,10,84,2335838597,3764514162,79451211,2149193729,4280548848,38215689,1530678153,0,289.0,1981330314.0
2025-11-30T20:47:18.000404+00:00,2,29,0,8,81,97643596,4026197894,3221161473,2900915648,767686282,3055848522,2863311293,848822272,,
2025-11-30T20:47:18.000404+00:00,2,4,0,8,11,317247491,3848375033,879339259,3348021248,2188883523,3439145002,2863298574,877379584,,
2025-11-30T20:47:18.000404+00:00,2,4,0,8,11,336917658,2775794007,3931226779,2713141248,3014205716,3653317482,2863295064,2017525760,,
2025-11-30T20:47:28.000399+00:00,0,27,0,10,71,2339234181,4164610418,99911906,4291938304,84930815,404529335,453049859,1173684225,1534255639.0,1257813728.0
2025-11-30T20:47:28.000399+00:00,0,1,0,10,12,583097108,102231180,509515578,3095721489,2558050016,748235899,207706520,684818937,2159195398.0,3220093083.0
2025-11-30T20:47:28.000399+00:00,2,19,0,8,13,18793678,3125905785,265254,2852438016,2681064389,1946028074,2863291730,243220480,,
2025-11-30T20:47:28.000399+00:00,0,8,0,10,6,583097108,102222792,1073325229,2821596102,2148911530,2694550700,161055999,644566289,3219638019.0,419399160.0
2025-11-30T20:47:28.000399+00:00,2,14,0,8,23,9786709,1431655765,1431655765,1433157632,2300362752,42,2863288765,751550464,,
2025-11-30T20:47:28.000399+00:00,2,29,0,8,81,142287836,245628862,4076874253,1336542398,3491411495,2752096598,3297882727,646184960,,
2025-11-30T20:47:38.000394+00:00,2,23,0,8,15,69129984,33541395,1006623617,3221209088,2860538210,2454426922,2863290563,3217735680,,
2025-11-30T20:47:38.000394+00:00,2,21,0,8,14,282611714,3451075696,1284138113,3623108608,2964324352,42,2863285878,864796672,,
2025-11-30T20:47:38.000394+00:00,0,14,0,10,84,2335838598,6417778,79451211,2149193729,4280548848,38215689,1530678153,0,3021.0,418952074.0
2025-11-30T20:47:38.000394+00:00,2,19,0,8,13,9786709,1431655765,1431655765,1433157632,2300528147,2494661738,2863284426,4060037120,,
2025-11-30T20:47:38.000394+00:00,0,30,0,10,2,583097108,102239564,356562064,239282529,3210149917,2822986008,984313139,985997515,214562851.0,188750251.0
2025-11-30T20:47:48.000388+00:00,2,19,0,8,13,9786709,1431655765,1431655765,1433157632,2300797186,859931626,2863295292,3598663680,,
2025-11-30T20:47:48.000388+00:00,2,27,0,8,16,293651305,898418402,453481811,2713812992,2301326931,3552836650,2863285272,4178296832,,
2025-11-30T20:47:48.000388+00:00,0,8,0,10,6,583097108,102255136,415373187,246664209,2613804841,2180530506,2885235477,2176575599,55301243.0,81108856.0
2025-11-30T20:47:48.000388+00:00,2,19,0,8,13,100663296,0,302013321,3795992576,2299169456,3923726570,2863297950,2638168064,,
2025-11-30T20:47:48.000388+00:00,0,1,0,10,74,2332336518,153838655,2021720151,887094651,3004614656,3021978747,208667791,3449024475,3277195242.0,3316166731.0
2025-11-30T20:47:48.000388+00:00,2,29,0,8,81,276496388,1900544,0,1179739,2313306880,16775384,2453678362,3345219584,,
2025-11-30T20:47:58.000383+00:00,2,23,0,8,15,271570376,2579322736,666772666,1342144512,3098546448,1399318314,2863299698,72007680,,
2025-11-30T20:47:58.000383+00:00,2,4,0,8,11,9786709,1431655765,1431655765,1433157632,2300860901,20161322,2863300044,4136353792,,
2025-11-30T20:47:58.000383+00:00,2,23,0,8,79,450302968,3165455092,13905920,3764101564,795009663,451207167,2952759759,3742892032,,
2025-11-30T20:47:58.000383+00:00,2,21,0,8,14,18711708,4168029998,1461510,2852454400,2237775872,42,2863285259,2940911616,,
2025-11-30T20:47:58.000383+00:00,2,19,0,8,13,52363248,612735,3775022663,3649028096,2379937845,470194218,2863289695,3971956736,,
2025-11-30T20:47:58.000383+00:00,0,1,0,10,74,2332430726,541026674,73179140,4294299648,5111776,38215689,1530678153,0,2486.0,3926437962.0
2025-11-30T20:48:08.000377+00:00,2,4,0,8,11,35571371,2101807575,3571744907,3545563136,2189975685,2020524458,2863292169,2915106816,,
2025-11-30T20:48:08.000377+00:00,2,23,0,8,15,271570376,2579322736,666772666,1342144512,3098552933,918552618,2863291786,734773248,,
2025-11-30T20:48:08.000377+00:00,2,14,0,8,23,9786709,1431655765,1431655765,1433157632,2301018112,42,2863285848,847953920,,
2025-11-30T20:48:08.000377+00:00,2,19,0,8,77,87157836,3763462415,537526529,2900915648,767685386,3055850122,2863311212,2274099200,,
2025-11-30T20:48:18.000372+00:00,0,14,0,10,20,583097108,102296252,407007534,2368595617,2239896711,35094750,2425333011,98216032,55266267.0,81106884.0
2025-11-30T20:48:18.000372+00:00,0,7,0,10,0,583097108,102287828,364118041,2629905250,2998220302,2734509238,2291235411,239392156,4191168.0,1010832200.0
2025-11-30T20:48:18.000372+00:00,0,8,0,10,68,2334175622,813779280,1907952032,2611437326,2144231439,1610170376,807413323,2148379392,1966794034.0,2460529182.0
2025-11-30T20:48:18.000372+00:00,2,27,0,8,16,163347285,1431655765,1428816208,374013952,2381116550,2213372778,2863296548,3074490368,,
2025-11-30T20:48:18.000372+00:00,2,21,0,8,14,174523615,3824214013,503312384,134201344,2173091840,42,2863295693,3993681920,,
2025-11-30T20:48:18.000372+00:00,0,1,0,10,74,2332418438,943679858,73179140,4294299649,3977247491,201179113,453049859,1173684225,1526730296.0,1438167137.0
2025-11-30T20:48:28.000367+00:00,2,14,0,8,23,52281325,3234720194,1023489225,4236410880,3168452608,42,2863299542,2697707520,,
2025-11-30T20:48:28.000367+00:00,0,14,0,10,84,2335744390,1227580513,4034986072,3711959443,1129134079,2536044108,3993508371,143277346,3940681169.0,681096075.0
2025-11-30T20:48:28.000367+00:00,2,14,0,8,23,18711708,2526273298,1415409305,2773139456,3106717696,42,2863298553,3842686976,,
2025-11-30T20:48:28.000367+00:00,0,30,0,10,72,2340032902,1077504370,67811686,6821888,5242848,38215689,1530678153,498516944,3573336286.0,3354965898.0
