message_type,timestamp,iTOW,year,month,day,hour,min,sec,nano,valid,tAcc,fixType,flags,numSV,lon,lat,height,hMSL,hAcc,vAcc
PVT,2025-09-18T22:31:00+00:00,426722.000000000,2025,9,18,22,31,0,-58166,0,31,3,0,9,-0.000008108,0.000002923,12.577000000,43.008000000,4.426000000,3.504000000
PVT,2025-09-18T22:31:00+00:00,426723.000000000,2025,9,18,22,31,0,-58366,0,31,3,0,8,-0.000008108,0.000002923,12.442000000,42.873000000,4.445000000,3.511000000
PVT,2025-09-18T22:31:00+00:00,426724.000000000,2025,9,18,22,31,0,-58566,0,31,3,0,8,-0.000008108,0.000002923,12.285000000,42.717000000,4.461000000,3.517000000
PVT,2025-09-18T22:31:00+00:00,426725.000000000,2025,9,18,22,31,0,-58766,0,31,3,0,8,-0.000008108,0.000002923,12.183000000,42.614000000,4.478000000,3.523000000
PVT,2025-09-18T22:31:00+00:00,426726.000000000,2025,9,18,22,31,0,-58967,0,31,3,0,8,-0.000008108,0.000002923,12.146000000,42.578000000,4.494000000,3.528000000
PVT,2025-09-18T22:31:00+00:00,426727.000000000,2025,9,18,22,31,0,-59167,0,31,3,0,8,-0.000008108,0.000002923,12.079000000,42.511000000,4.507000000,3.532000000
PVT,2025-09-18T22:31:00+00:00,426728.000000000,2025,9,18,22,31,0,-59368,0,31,3,0,8,-0.000008108,0.000002923,12.078000000,42.509000000,4.520000000,3.536000000
PVT,2025-09-18T22:31:00+00:00,426729.000000000,2025,9,18,22,31,0,-59568,0,32,3,0,8,-0.000008108,0.000002923,11.941000000,42.372000000,4.541000000,3.544000000
PVT,2025-09-18T22:31:00+00:00,426730.000000000,2025,9,18,22,31,0,-59768,0,32,3,0,8,-0.000008108,0.000002923,11.863000000,42.295000000,4.562000000,3.551000000
PVT,2025-09-18T22:31:00+00:00,426731.000000000,2025,9,18,22,31,0,-59968,0,32,3,0,8,-0.000008108,0.000002923,11.707000000,42.138000000,4.577000000,3.556000000
PVT,2025-09-18T22:31:00+00:00,426732.000000000,2025,9,18,22,31,0,-60168,0,32,3,0,8,-0.000008108,0.000002923,11.531000000,41.963000000,4.589000000,3.559000000
PVT,2025-09-18T22:31:00+00:00,426733.000000000,2025,9,18,22,31,0,-60368,0,32,3,0,8,-0.000008108,0.000002923,11.422000000,41.854000000,4.601000000,3.563000000
PVT,2025-09-18T22:31:00+00:00,426734.000000000,2025,9,18,22,31,0,-60568,0,32,3,0,8,-0.000008108,0.000002923,11.270000000,41.702000000,4.612000000,3.566000000
PVT,2025-09-18T22:31:00+00:00,426735.000000000,2025,9,18,22,31,0,-60768,0,32,3,0,9,-0.000008108,0.000002923,11.232000000,41.663000000,4.621000000,3.568000000
PVT,2025-09-18T22:31:00+00:00,426736.000000000,2025,9,18,22,31,0,-60967,0,32,3,0,9,-0.000008108,0.000002923,11.098000000,41.529000000,4.625000000,3.569000000
PVT,2025-09-18T22:31:00+00:00,426737.000000000,2025,9,18,22,31,0,-61167,0,32,3,0,9,-0.000008108,0.000002923,10.984000000,41.416000000,4.629000000,3.569000000
PVT,2025-09-18T22:32:00+00:00,426738.000000000,2025,9,18,22,32,0,-61366,0,32,3,0,9,-0.000008108,0.000002923,10.842000000,41.273000000,4.631000000,3.569000000
PVT,2025-09-18T22:32:00+00:00,426739.000000000,2025,9,18,22,32,0,-61566,0,32,3,0,9,-0.000008108,0.000002923,10.735000000,41.167000000,4.634000000,3.570000000
PVT,2025-09-18T22:32:00+00:00,426740.000000000,2025,9,18,22,32,0,-61766,0,32,3,0,9,-0.000008108,0.000002923,10.624000000,41.056000000,4.628000000,3.569000000
PVT,2025-09-18T22:32:00+00:00,426741.000000000,2025,9,18,22,32,0,-61966,0,32,3,0,9,-0.000008108,0.000002923,10.546000000,40.977000000,4.604000000,3.561000000
PVT,2025-09-18T22:32:00+00:00,426742.000000000,2025,9,18,22,32,0,-62166,0,32,3,0,9,-0.000008108,0.000002923,10.520000000,40.952000000,4.589000000,3.556000000
PVT,2025-09-18T22:32:00+00:00,426743.000000000,2025,9,18,22,32,0,-62366,0,32,3,0,9,-0.000008108,0.000002923,10.402000000,40.834000000,4.574000000,3.551000000
PVT,2025-09-18T22:32:00+00:00,426744.000000000,2025,9,18,22,32,0,-62566,0,32,3,0,8,-0.000008108,0.000002923,10.330000000,40.762000000,4.561000000,3.547000000
PVT,2025-09-18T22:32:00+00:00,426745.000000000,2025,9,18,22,32,0,-62767,0,32,3,0,9,-0.000008108,0.000002923,10.358000000,40.789000000,4.548000000,3.542000000
PVT,2025-09-18T22:32:00+00:00,426746.000000000,2025,9,18,22,32,0,-62967,0,31,3,0,9,-0.000008108,0.000002923,10.271000000,40.703000000,4.533000000,3.538000000
PVT,2025-09-18T22:32:00+00:00,426747.000000000,2025,9,18,22,32,0,-63167,0,31,3,0,9,-0.000008108,0.000002923,10.260000000,40.692000000,4.520000000,3.533000000
