timestamp_utc,iTOW,clkB,clkD,tAcc,fAcc
,85190000,166469,539,10,576
,85191000,167008,539,10,580
,85192000,167547,539,10,582
,85193000,168086,539,10,580
,85194000,168625,539,10,581
,85195000,169165,539,10,578
2025-11-30T23:39:38.000169+00:00,85205000,174558,539,10,602
2025-11-30T23:39:38.000169+00:00,85203000,173479,539,10,606
2025-11-30T23:39:38.000169+00:00,85202000,172940,539,10,611
2025-11-30T23:39:38.000169+00:00,85201000,172400,539,10,608
2025-11-30T23:39:38.000169+00:00,85204000,174018,539,10,603
2025-11-30T23:39:38.000169+00:00,85199000,171322,539,10,614
2025-11-30T23:39:38.000169+00:00,85198000,170783,539,10,591
2025-11-30T23:39:38.000169+00:00,85197000,170243,539,10,591
2025-11-30T23:39:38.000169+00:00,85196000,169704,539,10,577
2025-11-30T23:39:38.000169+00:00,85200000,171861,539,10,613
2025-11-30T23:39:48.000175+00:00,85215000,179951,540,10,604
2025-11-30T23:39:48.000175+00:00,85214000,179412,539,10,610
2025-11-30T23:39:48.000175+00:00,85213000,178872,539,10,604
2025-11-30T23:39:48.000175+00:00,85212000,178333,539,10,606
2025-11-30T23:39:48.000175+00:00,85211000,177793,539,10,590
2025-11-30T23:39:48.000175+00:00,85210000,177254,539,10,600
2025-11-30T23:39:48.000175+00:00,85208000,176176,539,10,609
2025-11-30T23:39:48.000175+00:00,85207000,175636,539,10,606
2025-11-30T23:39:48.000175+00:00,85206000,175097,539,10,604
2025-11-30T23:39:48.000175+00:00,85209000,176715,539,10,604
2025-11-30T23:39:58.000180+00:00,85222000,183727,539,10,602
2025-11-30T23:39:58.000180+00:00,85225000,185346,539,10,600
2025-11-30T23:39:58.000180+00:00,85223000,184267,539,10,603
2025-11-30T23:39:58.000180+00:00,85221000,183188,539,10,603
2025-11-30T23:39:58.000180+00:00,85224000,184806,539,10,601
2025-11-30T23:39:58.000180+00:00,85219000,182109,539,10,606
2025-11-30T23:39:58.000180+00:00,85216000,180491,540,10,603
2025-11-30T23:39:58.000180+00:00,85220000,182648,539,10,603
2025-11-30T23:39:58.000180+00:00,85218000,181570,540,10,601
2025-11-30T23:39:58.000180+00:00,85217000,181030,540,10,601
2025-11-30T23:40:08.000185+00:00,85232000,189122,540,10,608
2025-11-30T23:40:08.000185+00:00,85235000,190741,540,10,623
2025-11-30T23:40:08.000185+00:00,85234000,190202,540,10,629
2025-11-30T23:40:08.000185+00:00,85233000,189662,540,10,607
2025-11-30T23:40:08.000185+00:00,85231000,188583,540,10,604
2025-11-30T23:40:08.000185+00:00,85230000,188043,540,10,605
2025-11-30T23:40:08.000185+00:00,85229000,187504,540,10,603
2025-11-30T23:40:08.000185+00:00,85228000,186964,540,10,604
2025-11-30T23:40:08.000185+00:00,85227000,186424,540,10,603
2025-11-30T23:40:08.000185+00:00,85226000,185885,539,10,602
2025-11-30T23:40:18.000191+00:00,85244000,195597,540,10,577
2025-11-30T23:40:18.000191+00:00,85243000,195058,540,10,581
2025-11-30T23:40:18.000191+00:00,85242000,194518,540,10,586
2025-11-30T23:40:18.000191+00:00,85241000,193978,540,10,584
2025-11-30T23:40:18.000191+00:00,85245000,196137,540,10,578
2025-11-30T23:40:18.000191+00:00,85240000,193439,540,10,584
2025-11-30T23:40:18.000191+00:00,85238000,192360,540,10,586
2025-11-30T23:40:18.000191+00:00,85237000,191820,540,10,579
2025-11-30T23:40:18.000191+00:00,85236000,191281,540,10,598
2025-11-30T23:40:18.000191+00:00,85239000,192899,540,10,591
2025-11-30T23:40:28.000196+00:00,85255000,201534,540,10,575
2025-11-30T23:40:28.000196+00:00,85254000,200994,540,10,575
2025-11-30T23:40:28.000196+00:00,85253000,200455,540,10,576
2025-11-30T23:40:28.000196+00:00,85252000,199915,540,10,573
2025-11-30T23:40:28.000196+00:00,85251000,199375,540,10,576
2025-11-30T23:40:28.000196+00:00,85250000,198836,540,10,577
2025-11-30T23:40:28.000196+00:00,85248000,197756,540,10,578
2025-11-30T23:40:28.000196+00:00,85247000,197216,540,10,578
2025-11-30T23:40:28.000196+00:00,85246000,196677,540,10,578
2025-11-30T23:40:28.000196+00:00,85249000,198296,540,10,577
2025-11-30T23:40:38.000202+00:00,85262000,205312,540,10,587
2025-11-30T23:40:38.000202+00:00,85265000,206931,540,10,591
2025-11-30T23:40:38.000202+00:00,85263000,205851,540,10,586
2025-11-30T23:40:38.000202+00:00,85261000,204772,540,10,587
2025-11-30T23:40:38.000202+00:00,85264000,206391,540,10,582
2025-11-30T23:40:38.000202+00:00,85259000,203692,540,10,596
2025-11-30T23:40:38.000202+00:00,85256000,202073,540,10,572
2025-11-30T23:40:38.000202+00:00,85260000,204232,540,10,591
2025-11-30T23:40:38.000202+00:00,85258000,203153,540,10,584
2025-11-30T23:40:38.000202+00:00,85257000,202613,540,10,571
2025-11-30T23:40:48.000207+00:00,85272000,210708,540,10,585
2025-11-30T23:40:48.000207+00:00,85266000,207470,540,10,587
2025-11-30T23:40:48.000207+00:00,85267000,208010,540,10,582
2025-11-30T23:40:48.000207+00:00,85268000,208550,540,10,581
2025-11-30T23:40:48.000207+00:00,85269000,209089,540,10,585
2025-11-30T23:40:48.000207+00:00,85270000,209629,540,10,592
2025-11-30T23:40:48.000207+00:00,85271000,210168,540,10,586
2025-11-30T23:40:48.000207+00:00,85273000,211248,540,10,584
2025-11-30T23:40:48.000207+00:00,85274000,211787,540,10,579
2025-11-30T23:40:48.000207+00:00,85275000,212327,540,10,588
2025-11-30T23:40:58.000212+00:00,85283000,216645,540,10,577
2025-11-30T23:40:58.000212+00:00,85282000,216105,540,10,584
