timestamp_utc,rcvTow,week,leapS,numMeas,recStat,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,trkStat,prValid,cpValid,halfCyc,subHalfCyc
,225015.003,2394,18,20,1,21627016.820284985,113650740.02282728,-438.76318359375,0,28,0,0,0,12,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,27066991.27583424,108987557.37765744,-106.370849609375,2,36,6,0,0,18,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,26267113.328029487,105766780.43208584,49.017578125,2,23,6,0,0,12,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,26217068.68283387,105565271.55617537,1761.087646484375,2,31,6,0,0,10,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,27799835.2365896,111938415.78528929,-2197.237060546875,2,10,6,0,0,22,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,25142298.855251227,101237618.38112648,193.59153747558594,2,6,6,0,0,13,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,29008630.795412138,152441382.9550939,-2882.59765625,2,12,0,0,0,11,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,25671294.49219574,134903562.29116678,-2275.120849609375,2,11,0,0,0,18,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,27067000.137613215,142238044.8429011,-141.686279296875,2,36,0,0,0,22,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,26217077.58614436,137771671.87208864,2302.338623046875,2,31,0,0,0,17,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,25878048.518422253,104200177.82670636,686.154296875,2,9,6,0,0,21,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,25847670.307358738,135830424.0911379,-2647.118896484375,0,12,0,0,0,11,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,22939135.963353503,120545972.87096557,-1370.553955078125,0,25,0,0,0,23,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,23851734.93547687,125341712.17540333,3542.765380859375,0,26,0,0,0,11,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,25074940.115461644,131769698.75678103,-830.8239135742188,0,2,0,0,0,12,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,25101691.73013735,131910280.04744105,846.105712890625,0,1,0,0,0,11,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,25878060.289292127,135990124.49153897,899.2887573242188,2,9,0,0,0,23,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,22380135.137412157,117608402.99642627,-235.61865234375,0,32,0,0,0,24,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,25142312.4694225,132123743.33211803,251.628662109375,2,6,0,0,0,21,9,0,15,12,False,False,True,True
,225015.003,2394,18,20,1,27799843.78936012,146089164.4745014,-2868.46728515625,2,10,0,0,0,15,9,0,15,12,False,False,True,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,25677782.114672557,134937655.82119668,-2273.369384765625,2,11,0,0,6000,40,5,0,2,7,True,True,True,False
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,29016861.926729042,152484635.4966564,-2881.609375,2,12,0,0,6000,35,5,0,3,7,True,True,True,False
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,25229713.557958957,132583039.42942603,-3686.471435546875,0,23,0,0,0,21,10,0,15,12,False,False,True,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,28222915.71180184,148312401.40699792,-1524.890869140625,2,19,0,0,6000,28,8,0,7,8,False,False,False,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,25141590.07068318,101234761.77886267,190.09619140625,2,6,6,0,6000,31,5,0,5,8,False,False,False,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,26266911.509909447,105765970.48489062,52.171875,2,23,6,0,6000,31,5,0,5,8,False,False,False,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,26210518.98211486,105538899.21473366,1757.36328125,2,31,6,0,6000,30,5,0,6,8,False,False,False,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,25677766.22827353,103393723.23215793,-1742.2646484375,2,11,6,0,0,26,7,0,15,10,False,True,False,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,27067422.02929388,108989290.10432304,-117.901123046875,2,36,6,0,6000,27,6,0,7,8,False,False,False,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,27067433.812309105,142240307.6338678,-153.701171875,2,36,0,0,6000,37,5,0,3,7,True,True,True,False
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,25875466.002834033,104189782.81450401,693.8856811523438,2,9,6,0,6000,32,5,0,4,8,False,False,False,True
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,26266921.6119103,138033606.88182598,67.93017578125,2,23,0,0,6000,39,4,0,2,6,False,True,True,False
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,27808037.961464856,111971442.34470938,-2201.544677734375,2,10,6,0,6000,29,5,0,5,7,True,True,True,False
2025-11-25T14:30:07.000482+00:00,225030.003,2394,18,26,1,27808045.743424356,146132265.9920655,-2873.069580078125,2,10,0,0,6000,41,4,0,2,6,False,True,True,False
